Algorithm,Number_of_Features,cross_validation_accuracy_mean,cross_validation_accuracy_std,test_accuracy_mean,test_accuracy_std,specificity_mean,specificity_std,sensitivity_mean,sensitivity_std,mcc_mean,mcc_std,f1_mean,f1_std,auc_roc_mean,auc_roc_std,aupr_mean,aupr_std,best_param_fold_1,best_param_fold_2,best_param_fold_3,best_param_fold_4,best_param_fold_5
LR,1,74.18,0.7,71.69,2.73,86.84,1.92,62.18,3.09,48.22,4.34,72.9,1.99,77.04,2.13,85.93,0.41,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 1}"
LR,2,73.77,0.79,70.31,1.37,89.87,2.11,57.91,1.73,47.63,2.35,70.47,1.15,79.87,1.62,87.51,0.96,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 1}"
LR,3,73.75,0.54,70.75,1.9,89.11,2.2,59.07,1.62,47.86,3.4,71.21,1.2,80.32,1.31,87.65,0.93,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 1}"
LR,4,74.32,0.71,71.03,1.46,89.22,2.22,59.45,1.6,48.32,2.65,71.52,0.92,80.31,1.36,87.69,1.09,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 1}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
LR,5,75.1,1.31,72.06,2.89,88.07,2.03,61.98,4.13,49.35,4.37,73.05,2.81,80.82,0.78,88.16,1.32,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
LR,6,75.11,1.04,72.13,1.89,88.9,1.94,61.54,3.11,49.79,2.57,72.95,2.06,81.59,0.69,88.53,1.32,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
LR,7,75.42,0.66,72.69,1.35,89.2,2.13,62.28,1.68,50.72,2.32,73.62,1.15,81.43,0.68,88.58,1.33,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
LR,8,75.65,0.62,72.93,1.71,89.5,2.45,62.52,2.22,51.23,3.03,73.86,1.69,81.41,1.02,88.56,1.23,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
LR,9,75.55,0.65,72.96,1.6,89.26,2.52,62.71,1.96,51.16,2.96,73.94,1.42,81.44,0.98,88.58,1.28,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
LR,10,75.53,0.66,72.71,1.29,88.91,1.55,62.47,1.86,50.59,1.93,73.68,1.21,81.41,0.99,88.52,1.26,"{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3103448275862069), np.int64(1): np.float64(0.8085106382978723)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2532467532467533), np.int64(1): np.float64(0.8318965517241379)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.28839590443686), np.int64(1): np.float64(0.8170995670995671)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.3151815181518152), np.int64(1): np.float64(0.8066801619433198)}, 'C': 10}","{'random_state': 75, 'class_weight': {np.int64(-1): np.float64(1.2941176470588236), np.int64(1): np.float64(0.8148148148148148)}, 'C': 10}"
